,name,position,annual_salary,season
8280,Darrick Martin,PG,770610.0,2008.0
8281,Dwayne Jones II,PF,770610.0,2008.0
8282,Michael Ruffin,PF,770610.0,2008.0
8283,Austin Croshere,PF,770610.0,2008.0
8284,Dan Dickau,PG,770610.0,2008.0
8285,Von Wafer,SG,770610.0,2008.0
8286,Robert Hite,SG,770610.0,2008.0
8287,John Lucas III,PG,770610.0,2008.0
8288,Orien Greene,PG,770610.0,2008.0
8289,Lynn Greer,PG,770610.0,2008.0
8290,Anfernee Hardaway,SF,770610.0,2008.0
8291,Brandon Bass,PF,770610.0,2008.0
8292,Ruben Patterson,PF,770610.0,2008.0
8293,Dikembe Mutombo,C,770610.0,2008.0
8294,Jamal Sampson,C,770610.0,2008.0
8295,Ryan Gomes,SF,770610.0,2008.0
8296,Lou Williams,SG,770610.0,2008.0
8297,Brian Skinner,PF,770610.0,2008.0
8298,James Singleton,PF,770610.0,2008.0
8299,Royal Ivey,PG,770610.0,2008.0
8300,Ryan Bowen,SF,770610.0,2008.0
8301,Roger Mason Jr.,SG,770610.0,2008.0
8302,Ronny Turiaf,C,770610.0,2008.0
8303,Malik Allen,PF,770610.0,2008.0
8304,Darvin Ham,SF,770610.0,2008.0
8305,Stephen Graham,SF,770610.0,2008.0
8306,Awvee Storey,SF,770610.0,2008.0
8307,Andre Brown,PF,770610.0,2008.0
8308,Daniel Ewing,PG,770610.0,2008.0
8309,Kareem Rush,SG,770610.0,2008.0
8310,Monta Ellis,SG,770610.0,2008.0
8311,Anthony Carter,PG,770610.0,2008.0
8312,Darrel Armstrong,PG,770610.0,2008.0
8313,Scot Pollard,C,770610.0,2008.0
8314,Hassan Whiteside,C,769881.0,2015.0
8315,Gerald Wallace,SF,764000.0,2004.0
8316,Tony Gaffney,SF,762195.0,2011.0
8317,Brian Butch,C,762195.0,2011.0
8318,Derrick Brown,SF,762195.0,2011.0
8319,Greg Stiemsma,C,762195.0,2011.0
8320,Jodie Meeks,SG,762195.0,2011.0
8321,Dante Cunningham,PF,762195.0,2011.0
8322,Darryl Watkins,C,762195.0,2011.0
8323,Taylor Griffin,PF,762195.0,2011.0
8324,Marcus Thornton,SG,762195.0,2011.0
8325,Jeff Ayres,PF,762195.0,2011.0
8326,Reggie Williams,SF,762195.0,2011.0
8327,Oliver Lafayette,SG,762195.0,2011.0
8328,A.J. Price,PG,762195.0,2011.0
8329,DaJuan Summers,SF,762195.0,2011.0
8330,Kenny Hasbrouck,NA,762195.0,2011.0
8331,Jonas Jerebko,PF,762195.0,2011.0
8332,Curtis Jerrells,NA,762195.0,2011.0
8333,Tony Gaffney,SF,762195.0,2012.0
8334,Landry Fields,SG,762195.0,2012.0
8335,Hamady Ndiaye,C,762195.0,2012.0
8336,Garret Siler,C,762195.0,2012.0
8337,Darington Hobson,SG,762195.0,2012.0
8338,Derrick Caracter,PF,762195.0,2012.0
8339,Chris Johnson,C,762195.0,2012.0
8340,Luke Harangody,PF,762195.0,2012.0
8341,Curtis Jerrells,NA,762195.0,2012.0
8342,Jeremy Evans,PF,762195.0,2012.0
8343,Isaiah Thomas,SG,762195.0,2012.0
8344,Jeremy Lin,SG,762195.0,2012.0
8345,Brian Butch,C,762195.0,2012.0
8346,Greg Stiemsma,C,762195.0,2012.0
8347,Taylor Griffin,PF,762195.0,2012.0
8348,Kenny Hasbrouck,NA,762195.0,2012.0
8349,Devin Ebanks,SF,762195.0,2012.0
8350,Samardo Samuels,PF,762195.0,2012.0
8351,Semih Erden,C,762195.0,2012.0
8352,Oliver Lafayette,SG,762195.0,2012.0
8353,Dexter Pittman,C,762195.0,2012.0
8354,Isaiah Thomas,SG,762195.0,2013.0
8355,Travis Leslie,PG,762195.0,2013.0
8356,Hamady Ndiaye,C,762195.0,2013.0
8357,Garret Siler,C,762195.0,2013.0
8358,Charles Jenkins,PG,762195.0,2013.0
8359,Mickell Gladness,C,762195.0,2013.0
8360,Lance Thomas,PF,762195.0,2013.0
8361,Greg Smith,PF,762195.0,2013.0
8362,Darington Hobson,SG,762195.0,2013.0
8363,Derrick Caracter,PF,762195.0,2013.0
8364,Courtney Fortson,PG,762195.0,2013.0
8365,Diamon Simpson,SF,762195.0,2013.0
8366,Josh Selby,PG,762195.0,2013.0
8367,Cory Higgins,PG,762195.0,2013.0
8368,D.J. Kennedy,SG,762195.0,2013.0
8369,Brian Butch,C,762195.0,2013.0
8370,Jerome Dyson,PG,762195.0,2013.0
8371,Taylor Griffin,PF,762195.0,2013.0
8372,Justin Harper,PF,762195.0,2013.0
8373,Mychel Thompson,SF,762195.0,2013.0
8374,Jordan Williams,C,762195.0,2013.0
8375,Jon Leuer,PF,762195.0,2013.0
8376,Kenny Hasbrouck,NA,762195.0,2013.0
8377,Trey Thompkins,PF,762195.0,2013.0
8378,Jeremy Tyler,C,762195.0,2013.0
8379,Xavier Silas,SG,762195.0,2013.0
8380,Julyan Stone,SG,762195.0,2013.0
8381,Curtis Jerrells,NA,762195.0,2013.0
8382,Semih Erden,C,762195.0,2013.0
8383,Jerome Jordan,C,762195.0,2013.0
8384,Juwan Howard,PF,761544.0,2008.0
8385,Oshae Brissett,SF,757453.0,2021.0
8386,Luc Mbah a Moute,PF,757000.0,2009.0
8387,Mario Chalmers,SG,756000.0,2010.0
8388,Ersan Ilyasova,PF,754783.0,2021.0
8389,Earl Boykins,PG,752659.0,2010.0
8390,Pat Burke,C,750000.0,2006.0
8391,Randolph Morris,C,750000.0,2007.0
8392,Kyrylo Fesenko,C,750000.0,2008.0
8393,Lance Stephenson,SG,750000.0,2011.0
8394,Paul Zipser,PF,750000.0,2017.0
8395,Juwan Morgan,PF,746054.0,2020.0
8396,Terence Morris,PF,745248.0,2006.0
8397,Richie Frahm,SG,745248.0,2006.0
8398,Nikoloz Tskitishvili,SF,745248.0,2006.0
8399,Lonny Baxter,PF,745248.0,2006.0
8400,Qyntel Woods,SF,745248.0,2006.0
8401,Smush Parker,PG,745248.0,2006.0
8402,Andre Barrett,SG,744551.0,2007.0
8403,Pape Sow,PF,744551.0,2007.0
8404,Peter John Ramos,C,744551.0,2007.0
8405,Jacque Vaughn,PG,744551.0,2007.0
8406,Mike Wilks,PG,744551.0,2007.0
8407,DerMarr Johnson,SF,744551.0,2007.0
8408,Maurice Taylor,PF,744551.0,2007.0
8409,Kelvin Cato,C,744551.0,2007.0
8410,Vin Baker,PF,744551.0,2007.0
8411,Gary Payton,PG,744551.0,2007.0
8412,Matt Barnes,SF,744551.0,2007.0
8413,Maceo Baston,SF,744551.0,2007.0
8414,Earl Barron,C,744551.0,2007.0
8415,Sean Marks,PF,744551.0,2007.0
8416,Scott Padgett,PF,744551.0,2007.0
8417,Darrick Martin,PG,744551.0,2007.0
8418,James Lang,C,744551.0,2007.0
8419,Royal Ivey,PG,744551.0,2007.0
8420,Ime Udoka,PF,744551.0,2007.0
8421,Roger Mason Jr.,SG,744551.0,2007.0
8422,Bo Outlaw,PF,744551.0,2007.0
8423,Jumaine Jones,SF,744551.0,2007.0
8424,Josh Powell,PF,744551.0,2007.0
8425,Kareem Rush,SG,744551.0,2007.0
8426,Charlie Bell,SG,744551.0,2007.0
8427,Michael Olowokandi,C,744551.0,2007.0
8428,Andre Roberson,PF,740560.0,2014.0
8429,Jamaal Tinsley,PG,738091.0,2010.0
8430,Dontell Jefferson,SG,736420.0,2010.0
8431,Malik Hairston,SG,736420.0,2010.0
8432,Anthony Morrow,SG,736420.0,2010.0
8433,Sun Yue,SG,736420.0,2010.0
8434,Walter Sharpe,PF,736420.0,2010.0
8435,Darnell Jackson,PF,736420.0,2010.0
8436,Luc Mbah a Moute,PF,736420.0,2010.0
8437,Jawad Williams,SF,736420.0,2010.0
8438,Chris Douglas-Roberts,SG,736420.0,2010.0
8439,Mike Taylor,PG,736420.0,2010.0
8440,Joe Crawford,SG,736420.0,2010.0
8441,Sonny Weems,SG,736420.0,2010.0
8442,Nathan Jawai,C,736420.0,2010.0
8443,Henry Walker,SF,736420.0,2010.0
8444,Bobby Brown,PG,736420.0,2010.0
8445,DeAndre Jordan,C,736420.0,2010.0
8446,DeMarcus Nelson,SG,736420.0,2010.0
8447,Othello Hunter,SF,736420.0,2010.0
8448,Dontell Jefferson,SG,736420.0,2011.0
8449,Joe Crawford,SG,736420.0,2011.0
8450,Walter Sharpe,PF,736420.0,2011.0
8451,Othello Hunter,SF,736420.0,2011.0
8452,Mike Taylor,PG,736420.0,2011.0
8453,Sun Yue,SG,736420.0,2011.0
8454,DeMarcus Nelson,SG,736420.0,2011.0
8455,Dontell Jefferson,SG,736420.0,2012.0
8456,Joe Crawford,SG,736420.0,2012.0
8457,Walter Sharpe,PF,736420.0,2012.0
8458,Othello Hunter,SF,736420.0,2012.0
8459,Mike Taylor,PG,736420.0,2012.0
8460,Sun Yue,SG,736420.0,2012.0
8461,DeMarcus Nelson,SG,736420.0,2012.0
8462,Mike Taylor,PG,736420.0,2013.0
8463,Sun Yue,SG,736420.0,2013.0
8464,DeMarcus Nelson,SG,736420.0,2013.0
8465,Dontell Jefferson,SG,736420.0,2013.0
8466,Joe Crawford,SG,736420.0,2013.0
8467,Walter Sharpe,PF,736420.0,2013.0
8468,Kris Dunn,SG,735819.0,2023.0
8469,Hassan Whiteside,C,730437.0,2011.0
8470,Salim Stoudamire,SG,729000.0,2007.0
8471,Solomon Jones,PF,729000.0,2008.0
8472,Spencer Dinwiddie,PG,726672.0,2017.0
8473,Chase Budinger,SF,725000.0,2010.0
8474,Jermaine Taylor,SG,725000.0,2010.0
8475,Jarnell Stokes,C,725000.0,2015.0
8476,Ramon Sessions,SG,722517.0,2009.0
8477,Lindsey Hunter,SG,722515.0,2009.0
8478,Ronald Dupree,SF,719373.0,2006.0
8479,DerMarr Johnson,SF,719373.0,2006.0
8480,Francisco Elson,C,719373.0,2006.0
8481,Linton Johnson,PF,719373.0,2006.0
8482,Lamond Murray,SF,719373.0,2006.0
8483,Gary Payton,PG,719373.0,2006.0
8484,Charles Smith,SG,719373.0,2006.0
8485,Darrel Armstrong,PG,719373.0,2006.0
8486,Sean Marks,PF,719373.0,2006.0
8487,Nick Van Exel,PG,719373.0,2006.0
8488,Alan Henderson,PF,719373.0,2006.0
8489,Rick Brunson,PG,719373.0,2006.0
8490,Quinton Ross,SF,719373.0,2006.0
8491,Ervin Johnson,C,719373.0,2006.0
8492,Shandon Anderson,SF,719373.0,2006.0
8493,Jamal Sampson,C,719373.0,2006.0
8494,Diante Garrett,PG,719266.0,2014.0
8495,Dante Cunningham,PF,716043.0,2015.0
8496,Erick Dampier,C,713666.0,2011.0
8497,Thomas Gardner,SG,711517.0,2009.0
8498,Dominic McGuire,PF,711517.0,2009.0
8499,Mike Harris,SF,711517.0,2009.0
8500,Will Solomon,PG,711517.0,2009.0
8501,C.J. Watson,PG,711517.0,2009.0
8502,Mario West,SG,711517.0,2009.0
8503,JamesOn Curry,PG,711517.0,2009.0
8504,Marcin Gortat,C,711517.0,2009.0
8505,Aaron Gray,C,711517.0,2009.0
8506,Josh McRoberts,PF,711517.0,2009.0
8507,Anthony Tolliver,PF,711517.0,2009.0
8508,Gabe Pruitt,PG,711517.0,2009.0
8509,Will Bynum,PG,711517.0,2009.0
8510,Jamario Moon,SF,711517.0,2009.0
8511,Hassan Adams,SF,711517.0,2009.0
8512,Demetris Nichols,SF,711517.0,2009.0
8513,Darryl Watkins,C,711517.0,2009.0
8514,Coby Karl,PG,711517.0,2009.0
8515,Cheikh Samb,C,711517.0,2009.0
8516,Glen Davis,PF,711517.0,2009.0
8517,Alex Acker,SG,711517.0,2009.0
8518,Lance Allred,C,711517.0,2009.0
8519,Taurean Green,PG,711517.0,2009.0
8520,Dee Brown,PG,711517.0,2009.0
8521,D.J. Strawberry,SG,711517.0,2009.0
8522,Stephane Lasme,PF,711517.0,2009.0
8523,Malcolm Lee,SG,710659.0,2015.0
8524,Ime Udoka,PF,708640.0,2011.0
8525,Ime Udoka,PF,708640.0,2012.0
8526,Ime Udoka,PF,708640.0,2013.0
8527,Darius Morris,SG,702756.0,2015.0
8528,Malcolm Thomas,PF,702233.0,2014.0
8529,Bryce Cotton,SG,700902.0,2016.0
8530,John Lucas III,PG,700000.0,2007.0
8531,Mario Chalmers,SG,700000.0,2009.0
8532,Dwight Buycks,SG,700000.0,2014.0
8533,Spencer Dinwiddie,PG,700000.0,2015.0
8534,Chimezie Metu,PF,700000.0,2021.0
8535,Mickael Pietrus,SF,698589.0,2013.0
8536,Jermaine Jackson,PG,696508.0,2006.0
8537,Eddie Gill,PG,693549.0,2008.0
8538,Leon Powe,PF,687456.0,2008.0
8539,Yakhouba Diawara,SG,687456.0,2008.0
8540,Hassan Adams,SF,687456.0,2008.0
8541,Craig Smith,PF,687456.0,2008.0
8542,James Augustine,PF,687456.0,2008.0
8543,James White,SG,687456.0,2008.0
8544,Will Conroy,PG,687456.0,2008.0
8545,David Noel,SF,687456.0,2008.0
8546,Tarence Kinsey,SG,687456.0,2008.0
8547,J.J. Barea,SG,687456.0,2008.0
8548,Daniel Gibson,SG,687456.0,2008.0
8549,Ryan Hollins,C,687456.0,2008.0
8550,Paul Davis,C,687456.0,2008.0
8551,Paul Millsap,PF,687456.0,2008.0
8552,Lou Amundson,PF,687456.0,2008.0
8553,Devin Green,SG,687456.0,2008.0
8554,Steve Novak,SF,687456.0,2008.0
8555,Andre Owens,SG,687456.0,2008.0
8556,Pops Mensah-Bonsu,PF,687456.0,2008.0
8557,Chris Quinn,PG,687456.0,2008.0
8558,Kelenna Azubuike,SF,687456.0,2008.0
8559,Kenneth Faried,PF,683661.0,2019.0
8560,Bobby Brown,PG,680534.0,2017.0
8561,Tyler Cavanaugh,PF,679919.0,2018.0
8562,Mike Wilks,PG,679821.0,2010.0
8563,Mike Wilks,PG,679821.0,2011.0
8564,Mike Wilks,PG,679821.0,2012.0
8565,Mike Wilks,PG,679821.0,2013.0
8566,Salim Stoudamire,SG,675000.0,2006.0
8567,Solomon Jones,PF,675000.0,2007.0
8568,James Singleton,PF,675000.0,2007.0
8569,Dwayne Jones II,PF,670906.0,2009.0
8570,Solomon Alabi,C,670000.0,2011.0
8571,Brian Skinner,PF,668434.0,2011.0
8572,Brian Skinner,PF,668434.0,2012.0
8573,Brian Skinner,PF,668434.0,2013.0
8574,Quincy Acy,PF,665000.0,2013.0
8575,Dwayne Jones II,PF,664209.0,2007.0
8576,Rawle Marshall,SF,664209.0,2007.0
8577,Ronny Turiaf,C,664209.0,2007.0
8578,Andray Blatche,C,664209.0,2007.0
8579,Donell Taylor,PG,664209.0,2007.0
8580,Travis Diener,PG,664209.0,2007.0
8581,Ronnie Price,PG,664209.0,2007.0
8582,Amir Johnson,PF,664209.0,2007.0
8583,Stephen Graham,SF,664209.0,2007.0
8584,Lynn Greer,PG,664209.0,2007.0
8585,Brandon Bass,PF,664209.0,2007.0
8586,Monta Ellis,SG,664209.0,2007.0
8587,Noel Felix,PF,664209.0,2007.0
8588,Ersan Ilyasova,PF,664209.0,2007.0
8589,CJ Miles,SG,664209.0,2007.0
8590,Lou Williams,SG,664209.0,2007.0
8591,Bracey Wright,SG,664209.0,2007.0
8592,Orien Greene,PG,664209.0,2007.0
8593,Daniel Ewing,PG,664209.0,2007.0
8594,Lawrence Roberts,PF,664209.0,2007.0
8595,Chuck Hayes,PF,664209.0,2007.0
8596,Eddie Basden,SG,664209.0,2007.0
8597,Martynas Andriuskevicius,C,664209.0,2007.0
8598,Ryan Gomes,SF,664209.0,2007.0
8599,Hilton Armstrong,PF,660619.0,2014.0
8600,Chris Douglas-Roberts,SG,660619.0,2014.0
8601,Peter John Ramos,C,660000.0,2006.0
8602,Marquese Chriss,SF,654469.0,2020.0
8603,Timothe Luwawu-Cabarrot,SG,654469.0,2020.0
8604,Timothe Luwawu-Cabarrot,SG,654469.0,2021.0
8605,Michael Carter-Williams,SG,652829.0,2023.0
8606,Lamar Stevens,PF,652366.0,2021.0
8607,Allen Iverson,SG,650686.0,2010.0
8608,Allen Iverson,SG,650686.0,2011.0
8609,Allen Iverson,SG,650686.0,2012.0
8610,Allen Iverson,SG,650686.0,2013.0
8611,D.J. Augustin,SG,650215.0,2014.0
8612,Gabe Pruitt,PG,650000.0,2008.0
8613,Jodie Meeks,SG,650000.0,2010.0
8614,Jeremy Tyler,C,650000.0,2012.0
8615,Norman Powell,SG,650000.0,2016.0
8616,Michael Gbinije,SG,650000.0,2017.0
8617,AJ Hammons,C,650000.0,2017.0
8618,Georges Niang,SF,650000.0,2017.0
8619,Esteban Batista,PF,644209.0,2006.0
8620,Esteban Batista,PF,644209.0,2007.0
8621,Lance Stephenson,SG,642729.0,2022.0
8622,Pape Sow,PF,641748.0,2006.0
8623,Ha Seung-Jin,C,641748.0,2006.0
8624,Awvee Storey,SF,641748.0,2006.0
8625,Trevor Ariza,SF,641748.0,2006.0
8626,Justin Reed,SF,641748.0,2006.0
8627,Jackson Vroman,PF,641748.0,2006.0
8628,Donta Smith,SG,641748.0,2006.0
8629,Antonio Burks,PG,641748.0,2006.0
8630,Royal Ivey,PG,641748.0,2006.0
8631,Mario Kasun,C,641748.0,2006.0
8632,Josh Powell,PF,641748.0,2006.0
8633,Jackie Butler,C,641748.0,2006.0
8634,Charlie Bell,SG,641748.0,2006.0
8635,Earl Barron,C,641748.0,2006.0
8636,Bernard Robinson,SG,641747.0,2006.0
8637,Alonzo Gee,SF,641141.0,2011.0
8638,Predrag Drobnjak,C,639000.0,2004.0
8639,Alexis Ajinca,C,635880.0,2014.0
8640,Malcolm Thomas,PF,635827.0,2015.0
8641,Jelani McCoy,PF,634620.0,2008.0
8642,James Johnson,PF,634610.0,2014.0
8643,Gal Mekel,PG,633974.0,2015.0
8644,Acie Law,PG,633253.0,2011.0
8645,Acie Law,PG,633253.0,2012.0
8646,Acie Law,PG,633253.0,2013.0
8647,Chris Hunter,C,632455.0,2010.0
8648,Blake Ahearn,SG,631995.0,2009.0
8649,Brandon Goodwin,SG,630032.0,2019.0
8650,Matt Barnes,SF,627251.0,2006.0
8651,Ian Mahinmi,C,625840.0,2008.0
8652,Pat Connaughton,SG,625093.0,2016.0
8653,James Singleton,PF,625000.0,2006.0
8654,Paul Millsap,PF,625000.0,2007.0
8655,Gorgui Dieng,C,622582.0,2023.0
8656,Derek Anderson,SG,617539.0,2007.0
8657,Goga Bitadze,C,612181.0,2023.0
8658,Daishen Nix,SG,612000.0,2022.0
8659,Paul Reed,SF,609128.0,2021.0
8660,Marvin Williams,PF,604278.0,2020.0
8661,Boban Marjanovic,C,601478.0,2023.0
8662,Antonio McDyess,PF,600532.0,2009.0
8663,Jae Crowder,PF,600491.0,2013.0
8664,Steve Novak,SF,600000.0,2007.0
8665,Andy Rautins,SG,600000.0,2011.0
8666,Johnny O'Bryant III,PF,600000.0,2015.0
8667,Darrun Hilliard,SG,600000.0,2016.0
8668,Joel Bolomboy,PF,600000.0,2017.0
8669,Jake Layman,PF,600000.0,2017.0
8670,Terry Taylor,PF,600000.0,2022.0
8671,Jonathan Bender,SF,597271.0,2010.0
8672,Gary Clark,PF,596873.0,2019.0
8673,Michael Kidd-Gilchrist,PF,595122.0,2020.0
8674,Emeka Okafor,C,592030.0,2018.0
8675,Jeremy Richardson,SG,591148.0,2009.0
8676,James Johnson,PF,590926.0,2023.0
8677,DeAndre Liggins,SG,588120.0,2018.0
8678,Trenton Hassell,SF,587000.0,2004.0
8679,Juwan Howard,PF,586457.0,2009.0
8680,Dahntay Jones,SG,584757.0,2008.0
8681,Chris Douglas-Roberts,SG,582995.0,2013.0
8682,Terrence Ross,SG,580373.0,2023.0
8683,Reggie Jackson,PG,580373.0,2023.0
8684,Dewayne Dedmon,C,580373.0,2023.0
8685,Rayjon Tucker,SG,578573.0,2020.0
8686,Jake Voskuhl,C,577073.0,2009.0
8687,Isaiah Canaan,SG,570515.0,2014.0
8688,Justin Holiday,SF,569821.0,2023.0
8689,Ike Diogu,PF,567917.0,2011.0
8690,Richie Frahm,SG,566625.0,2008.0
8691,Danuel House Jr.,SF,565986.0,2022.0
8692,Luke Kornet,C,565986.0,2022.0
8693,Chris Clemons,SG,563347.0,2020.0
8694,Jarell Eddie,PF,561716.0,2016.0
8695,Beno Udrih,PG,561544.0,2008.0
8696,Keifer Sykes,SG,558345.0,2022.0
8697,Keifer Sykes,SG,558345.0,2023.0
8698,Jeremy Tyler,C,556584.0,2014.0
8699,Gary Clark,PF,555409.0,2020.0
8700,Eugene Omoruyi,PF,555402.0,2023.0
8701,Joe Wieskamp,SF,554989.0,2023.0
8702,DeAndre Jordan,C,550000.0,2009.0
8703,Josh Selby,PG,550000.0,2012.0
8704,Will Barton,SG,550000.0,2013.0
8705,Orlando Johnson,SG,550000.0,2013.0
8706,Kendall Marshall,PG,547570.0,2014.0
8707,Ryan Arcidiacono,SG,546800.0,2022.0
8708,Ricky Ledo,SG,544000.0,2014.0
8709,Marcus Paige,SG,543471.0,2017.0
8710,Andrew Andrews,SG,543471.0,2017.0
8711,Shaquille Harrison,SG,543471.0,2017.0
8712,Kay Felder,SG,543471.0,2017.0
8713,Kyle Wiltjer,PF,543471.0,2017.0
8714,Rasheed Sulaimon,SG,543471.0,2017.0
8715,Vince Hunter,SF,543471.0,2017.0
8716,Patrick McCaw,SF,543471.0,2017.0
8717,Yanick Moreira,C,543471.0,2017.0
8718,E.J. Singler,SF,543471.0,2017.0
8719,Daniel Ochefu,PF,543471.0,2017.0
8720,Jalen Jones,PF,543471.0,2017.0
8721,Kyle Collinsworth,SG,543471.0,2017.0
8722,Semaj Christon,PG,543471.0,2017.0
8723,Davis Bertans,SF,543471.0,2017.0
8724,Nicolas Laprovittola,SG,543471.0,2017.0
8725,Ryan Richards,PF,543471.0,2017.0
8726,Gracin Bakumanya,C,543471.0,2017.0
8727,Danuel House Jr.,SF,543471.0,2017.0
8728,Ryan Arcidiacono,SG,543471.0,2017.0
8729,James Webb III,PF,543471.0,2017.0
8730,Beau Beech,SG,543471.0,2017.0
8731,C.J. Williams,SG,543471.0,2017.0
8732,Treveon Graham,PF,543471.0,2017.0
8733,Cheick Diallo,PF,543471.0,2017.0
8734,Julian Jacobs,PG,543471.0,2017.0
8735,Nick Zeisloft,SG,543471.0,2017.0
8736,Fred VanVleet,PG,543471.0,2017.0
8737,Rodney McGruder,SG,543471.0,2017.0
8738,Brady Heslip,SG,543471.0,2017.0
8739,Drew Crawford,SG,543471.0,2017.0
8740,Ron Baker,SG,543471.0,2017.0
8741,Isaiah Cousins,SG,543471.0,2017.0
8742,Kaleb Tarczewski,C,543471.0,2017.0
8743,Richard Solomon,PF,543471.0,2017.0
8744,Matt Costello,PF,543471.0,2017.0
8745,Brandon Paul,SG,543471.0,2017.0
8746,Chinanu Onuaku,C,543471.0,2017.0
8747,Derek Cooke Jr.,PF,543471.0,2017.0
8748,Maurice Ndour,SF,543471.0,2017.0
8749,J.P. Tokoto,SG,543471.0,2017.0
8750,Egidijus Mockevicius,PF,543471.0,2017.0
8751,Dorian Finney-Smith,PF,543471.0,2017.0
8752,Bryn Forbes,SG,543471.0,2017.0
8753,Marshall Plumlee,C,543471.0,2017.0
8754,Stefan Jankovic,PF,543471.0,2017.0
8755,Zach Auguste,PF,543471.0,2017.0
8756,Tim Quarterman,SG,543471.0,2017.0
8757,Elgin Cook,SF,543471.0,2017.0
8758,Cameron Jones,SG,543471.0,2017.0
8759,Trey Freeman,PG,543471.0,2017.0
8760,Ben Bentil,PF,543471.0,2017.0
8761,Keith Hornsby,SG,543471.0,2017.0
8762,Diamond Stone,C,543471.0,2017.0
8763,Alex Caruso,SG,543471.0,2017.0
8764,J.J. Avila,PF,543471.0,2017.0
8765,Quincy Ford,SG,543471.0,2017.0
8766,Nicolas Brussino,SF,543471.0,2017.0
8767,Scott Wood,SG,543471.0,2017.0
8768,Nikola Jovanovic,PF,543471.0,2017.0
8769,Derrick Jones Jr.,SF,543471.0,2017.0
8770,Jameel Warney,PF,543471.0,2017.0
8771,Sheldon Mac,SG,543471.0,2017.0
8772,D'Vauntes Smith-Rivera,PG,543471.0,2017.0
8773,Thomas Walkup,SG,543471.0,2017.0
8774,Julyan Stone,SG,543471.0,2017.0
8775,Jonathan Holmes,PF,543471.0,2017.0
8776,Cat Barber,SG,543471.0,2017.0
8777,Rasheed Sulaimon,SG,543471.0,2018.0
8778,Yanick Moreira,C,543471.0,2018.0
8779,E.J. Singler,SF,543471.0,2018.0
8780,Isaiah Cousins,SG,543471.0,2018.0
8781,Richard Solomon,PF,543471.0,2018.0
8782,Ryan Richards,PF,543471.0,2018.0
8783,Derek Cooke Jr.,PF,543471.0,2018.0
8784,J.P. Tokoto,SG,543471.0,2018.0
8785,Beau Beech,SG,543471.0,2018.0
8786,Julian Jacobs,PG,543471.0,2018.0
8787,Nick Zeisloft,SG,543471.0,2018.0
8788,Scott Wood,SG,543471.0,2018.0
8789,Nikola Jovanovic,PF,543471.0,2018.0
8790,Ben Bentil,PF,543471.0,2018.0
8791,Keith Hornsby,SG,543471.0,2018.0
8792,Thomas Walkup,SG,543471.0,2018.0
8793,Quincy Ford,SG,543471.0,2018.0
8794,Cat Barber,SG,543471.0,2018.0
8795,Andrew Andrews,SG,543471.0,2018.0
8796,Brady Heslip,SG,543471.0,2018.0
8797,Drew Crawford,SG,543471.0,2018.0
8798,Kaleb Tarczewski,C,543471.0,2018.0
8799,Nicolas Laprovittola,SG,543471.0,2018.0
8800,Gracin Bakumanya,C,543471.0,2018.0
8801,Maurice Ndour,SF,543471.0,2018.0
8802,Egidijus Mockevicius,PF,543471.0,2018.0
8803,Stefan Jankovic,PF,543471.0,2018.0
8804,Zach Auguste,PF,543471.0,2018.0
8805,Elgin Cook,SF,543471.0,2018.0
8806,Cameron Jones,SG,543471.0,2018.0
8807,Trey Freeman,PG,543471.0,2018.0
8808,Jameel Warney,PF,543471.0,2018.0
8809,D'Vauntes Smith-Rivera,PG,543471.0,2018.0
8810,J.J. Avila,PF,543471.0,2018.0
8811,Jonathan Holmes,PF,543471.0,2018.0
8812,Lazar Hayward,SF,542788.0,2013.0
8813,Henry Walker,SF,542114.0,2009.0
8814,PJ Dozier,SG,539450.0,2023.0
8815,Juan Carlos Navarro,PG,538090.0,2008.0
8816,Trey Thompkins,PF,535000.0,2012.0
8817,Jamaal Franklin,SG,535000.0,2014.0
8818,James Anderson,SG,532737.0,2013.0
8819,Erick Dampier,C,530547.0,2012.0
8820,Ronald Roberts Jr.,PF,525093.0,2016.0
8821,Duje Dukan,PF,525093.0,2016.0
8822,Kyle Casey,SF,525093.0,2016.0
8823,Branden Dawson,SF,525093.0,2016.0
8824,Maurice Ndour,SF,525093.0,2016.0
8825,Treveon Graham,PF,525093.0,2016.0
8826,Josh Richardson,SG,525093.0,2016.0
8827,Christian Wood,PF,525093.0,2016.0
8828,Jamil Wilson,SF,525093.0,2016.0
8829,Michael Frazier II,SG,525093.0,2016.0
8830,Luis Montero,SG,525093.0,2016.0
8831,Aaron Harrison,SG,525093.0,2016.0
8832,Salah Mejri,C,525093.0,2016.0
8833,Cristiano Felicio,PF,525093.0,2016.0
8834,Bo McCalebb,PG,525093.0,2016.0
8835,Terran Petteway,SG,525093.0,2016.0
8836,Jarrid Famous,PF,525093.0,2016.0
8837,Jonathon Simmons,SG,525093.0,2016.0
8838,Deonte Burton,PG,525093.0,2016.0
8839,Scottie Wilbekin,PG,525093.0,2016.0
8840,Melvin Ejim,SF,525093.0,2016.0
8841,Shannon Scott,SG,525093.0,2016.0
8842,J.J. O'Brien,SF,525093.0,2016.0
8843,Corey Hawkins,PG,525093.0,2016.0
8844,Robert Upshaw,C,525093.0,2016.0
8845,T.J. McConnell,PG,525093.0,2016.0
8846,Marcelinho Huertas,PG,525093.0,2016.0
